user_id#merchant_id,user_id,merchant_id,age_range,gender
70597#3063,70597,3063,1,0
33873#2182,33873,2182,2,0
58779#5,58779,5,2,0
96112#3080,96112,3080,1,0
8127#3306,8127,3306,7,0
39165#844,39165,844,7,0
6419#1897,6419,1897,3,0
91875#3438,91875,3438,1,0
76608#4870,76608,4870,1,0
33988#4688,33988,4688,7,0
27252#1488,27252,1488,1,1
29325#4656,29325,4656,3,2
820#914,820,914,2,0
91188#652,91188,652,5,0
29585#3237,29585,3237,2,2
69889#872,69889,872,7,1
75310#255,75310,255,5,0
101346#4072,101346,4072,7,0
101346#1461,101346,1461,7,0
50265#638,50265,638,2,0
38206#4537,38206,4537,1,0
69419#3172,69419,3172,2,1
69419#2354,69419,2354,2,1
33421#4005,33421,4005,3,0
33421#845,33421,845,3,0
89564#289,89564,289,1,1
15120#3360,15120,3360,2,0
36334#823,36334,823,3,2
53393#3898,53393,3898,2,0
25087#3807,25087,3807,2,0
18851#4182,18851,4182,7,1
34687#44,34687,44,1,1
86334#2142,86334,2142,4,1
86334#4956,86334,4956,4,1
86334#2760,86334,2760,4,1
9657#2815,9657,2815,1,1
37170#979,37170,979,5,0
27680#3470,27680,3470,3,0
43199#1665,43199,1665,7,1
59816#2018,59816,2018,3,0
59816#4288,59816,4288,3,0
59816#1580,59816,1580,3,0
59816#2017,59816,2017,3,0
72043#2459,72043,2459,3,0
98649#129,98649,129,6,0
12391#851,12391,851,2,0
10986#4449,10986,4449,3,0
46613#603,46613,603,5,0
5596#4013,5596,4013,3,1
62940#2454,62940,2454,7,0
33376#1580,33376,1580,3,1
33376#3587,33376,3587,3,1
98387#156,98387,156,5,1
45368#2591,45368,2591,5,1
11504#604,11504,604,5,0
95651#1753,95651,1753,3,1
17830#3438,17830,3438,2,2
15882#2988,15882,2988,3,0
15882#320,15882,320,3,0
15882#851,15882,851,3,0
31316#1897,31316,1897,2,0
31316#1665,31316,1665,2,0
43025#2736,43025,2736,2,2
43025#1250,43025,1250,2,2
83569#2356,83569,2356,4,0
76908#3246,76908,3246,2,0
1311#2806,1311,2806,3,1
77483#3334,77483,3334,5,0
105697#1324,105697,1324,3,0
24121#5,24121,5,4,0
24121#694,24121,694,4,0
76050#2869,76050,2869,4,0
38939#1031,38939,1031,3,0
20385#4273,20385,4273,6,0
20385#602,20385,602,6,0
47556#3333,47556,3333,3,0
31457#87,31457,87,4,0
75731#4982,75731,4982,7,0
22405#2809,22405,2809,4,0
61752#1020,61752,1020,2,1
25829#4335,25829,4335,6,1
54131#2691,54131,2691,3,0
48388#3670,48388,3670,3,0
76043#2356,76043,2356,5,0
51178#5,51178,5,6,0
45156#397,45156,397,7,0
57113#3333,57113,3333,2,0
25402#939,25402,939,7,1
69621#2182,69621,2182,1,0
67696#2829,67696,2829,3,0
70518#1753,70518,1753,1,1
30359#4411,30359,4411,1,1
73242#2033,73242,2033,2,1
17785#4845,17785,4845,2,0
58863#2171,58863,2171,2,0
56605#4221,56605,4221,2,1
25886#3413,25886,3413,4,1
60978#3864,60978,3864,4,1
60978#2568,60978,2568,4,1
60978#164,60978,164,4,1
53890#2182,53890,2182,2,1
53890#3965,53890,3965,2,1
23922#1897,23922,1897,3,0
47439#1307,47439,1307,7,0
47439#3994,47439,3994,7,0
37992#4072,37992,4072,7,0
93670#2883,93670,2883,7,0
93670#1472,93670,1472,7,0
12148#3335,12148,3335,7,0
71120#4696,71120,4696,2,0
54291#2026,54291,2026,2,0
96632#264,96632,264,5,0
69271#2538,69271,2538,1,0
34230#4000,34230,4000,7,0
59037#3331,59037,3331,7,1
59037#661,59037,661,7,1
11009#3859,11009,3859,2,1
21362#484,21362,484,3,0
52705#3462,52705,3462,4,0
48359#4335,48359,4335,2,0
101947#179,101947,179,2,0
101947#1886,101947,1886,2,0
51316#4988,51316,4988,7,0
45909#3317,45909,3317,1,1
71446#4633,71446,4633,2,1
33126#4095,33126,4095,3,2
7571#2054,7571,2054,7,0
89571#983,89571,983,3,1
47954#579,47954,579,2,0
104965#3465,104965,3465,3,0
60147#3685,60147,3685,7,0
60147#2356,60147,2356,7,0
99861#2193,99861,2193,1,0
36398#4594,36398,4594,3,0
51894#946,51894,946,2,0
53162#399,53162,399,7,0
67154#3228,67154,3228,5,0
18736#4099,18736,4099,7,0
57004#1384,57004,1384,2,0
57004#4345,57004,4345,2,0
6370#4995,6370,4995,3,2
6370#844,6370,844,3,2
29188#449,29188,449,2,1
40459#4238,40459,4238,7,0
40459#4701,40459,4701,7,0
96759#872,96759,872,2,1
94556#648,94556,648,7,1
94556#2977,94556,2977,7,1
90079#4365,90079,4365,1,1
36463#3765,36463,3765,1,1
74158#1469,74158,1469,7,1
95968#4784,95968,4784,3,0
53451#4964,53451,4964,7,0
58992#1059,58992,1059,1,0
51399#2429,51399,2429,7,1
20820#905,20820,905,7,0
78180#2901,78180,2901,2,0
53813#1358,53813,1358,7,0
53813#3464,53813,3464,7,0
85798#4777,85798,4777,2,1
30256#3965,30256,3965,1,1
5479#1297,5479,1297,1,0
5479#4836,5479,4836,1,0
54252#4584,54252,4584,3,0
54252#2488,54252,2488,3,0
65121#2541,65121,2541,3,0
20342#3362,20342,3362,7,1
61961#3670,61961,3670,1,1
61961#3807,61961,3807,1,1
63831#501,63831,501,1,1
70251#2026,70251,2026,7,1
44634#2171,44634,2171,2,0
60253#2592,60253,2592,7,0
49591#962,49591,962,3,0
45188#3470,45188,3470,4,1
21317#1701,21317,1701,2,0
104910#1596,104910,1596,7,0
31106#2831,31106,2831,5,0
91067#4618,91067,4618,2,0
55465#1780,55465,1780,3,1
61817#3101,61817,3101,5,0
6040#2206,6040,2206,2,1
4648#1250,4648,1250,3,0
4648#251,4648,251,3,0
102147#3036,102147,3036,1,0
58674#3438,58674,3438,3,0
58674#5,58674,5,3,0
105853#1636,105853,1636,3,0
66283#4730,66283,4730,3,0
80000#850,80000,850,2,2
86104#1250,86104,1250,5,1
86104#4995,86104,4995,5,1
63348#982,63348,982,7,2
75778#3670,75778,3670,1,0
96699#2023,96699,2023,7,0
96699#4677,96699,4677,7,0
60560#4995,60560,4995,4,0
81316#4697,81316,4697,3,0
102674#2820,102674,2820,2,0
4473#121,4473,121,7,0
102869#946,102869,946,7,1
33713#320,33713,320,3,0
16650#2541,16650,2541,3,1
62641#1472,62641,1472,2,0
70803#841,70803,841,2,0
2130#4688,2130,4688,5,0
27564#1811,27564,1811,7,0
18243#1119,18243,1119,7,2
7940#3596,7940,3596,4,0
46478#2171,46478,2171,3,1
105592#1283,105592,1283,5,0
105592#1639,105592,1639,5,0
105592#127,105592,127,5,0
47991#4280,47991,4280,5,1
47991#1851,47991,1851,5,1
47991#3514,47991,3514,5,1
76859#4085,76859,4085,4,0
41101#2480,41101,2480,2,1
73424#4772,73424,4772,2,1
73424#1112,73424,1112,2,1
63088#3859,63088,3859,7,0
93964#3438,93964,3438,2,1
94162#2522,94162,2522,5,0
103575#4504,103575,4504,7,0
24112#4982,24112,4982,3,1
47548#3132,47548,3132,3,1
47548#3643,47548,3643,3,1
48768#630,48768,630,2,0
15314#4863,15314,4863,2,0
69881#4090,69881,4090,2,0
69881#3965,69881,3965,2,0
36003#4335,36003,4335,1,1
102488#1701,102488,1701,2,1
9443#4209,9443,4209,2,0
83233#579,83233,579,7,0
83303#814,83303,814,3,0
86697#4926,86697,4926,3,2
86697#244,86697,244,3,2
95157#4069,95157,4069,3,1
390#4720,390,4720,4,1
67884#1738,67884,1738,6,0
50546#3864,50546,3864,2,1
93409#4335,93409,4335,2,0
8895#2780,8895,2780,4,0
47940#3080,47940,3080,7,1
83899#596,83899,596,7,1
7595#1886,7595,1886,1,0
42533#2234,42533,2234,7,0
93735#4723,93735,4723,1,0
18690#1360,18690,1360,2,2
18690#4693,18690,4693,2,2
34640#3807,34640,3807,2,1
10818#914,10818,914,3,1
10818#147,10818,147,3,1
52324#1360,52324,1360,4,2
85657#3965,85657,3965,2,1
42865#4709,42865,4709,2,1
63913#3529,63913,3529,3,0
59591#2230,59591,2230,7,0
59591#1624,59591,1624,7,0
99241#1838,99241,1838,1,0
44515#251,44515,251,4,0
47393#4634,47393,4634,2,0
46311#3854,46311,3854,3,0
30772#1523,30772,1523,2,0
36443#632,36443,632,5,0
35195#3670,35195,3670,7,1
17664#1753,17664,1753,5,0
84145#3854,84145,3854,5,1
77299#2463,77299,2463,4,0
57777#3685,57777,3685,7,0
54041#1820,54041,1820,1,0
56523#4779,56523,4779,7,2
88559#3333,88559,3333,3,1
77005#1397,77005,1397,2,1
97963#281,97963,281,4,1
97963#1204,97963,1204,4,1
97963#3915,97963,3915,4,1
13465#3854,13465,3854,5,0
83772#2480,83772,2480,7,0
74432#1174,74432,1174,3,0
39381#4667,39381,4667,4,1
47977#1445,47977,1445,3,2
104153#4718,104153,4718,5,0
69287#3764,69287,3764,5,0
11662#2234,11662,2234,4,0
11662#2254,11662,2254,4,0
101749#4470,101749,4470,7,0
97008#3699,97008,3699,3,0
98757#3326,98757,3326,1,0
98757#168,98757,168,1,0
9839#4988,9839,4988,5,1
9839#2835,9839,2835,5,1
74799#4086,74799,4086,3,0
79333#4720,79333,4720,3,0
79333#3333,79333,3333,3,0
5294#4715,5294,4715,2,1
62300#2829,62300,2829,2,0
92154#1665,92154,1665,2,1
95437#2983,95437,2983,2,0
54281#3685,54281,3685,3,0
81598#3509,81598,3509,1,0
95022#2809,95022,2809,2,0
30206#1897,30206,1897,3,0
43478#1250,43478,1250,4,0
43478#2426,43478,2426,4,0
56175#3470,56175,3470,7,0
101629#830,101629,830,4,0
48483#3233,48483,3233,3,0
24152#2033,24152,2033,7,1
97515#4072,97515,4072,2,0
97515#1332,97515,1332,2,0
97515#4035,97515,4035,2,0
97515#79,97515,79,2,0
98130#1581,98130,1581,1,0
98130#4919,98130,4919,1,0
98130#3566,98130,3566,1,0
98130#772,98130,772,1,0
43229#2904,43229,2904,3,0
38158#2437,38158,2437,2,0
64901#2898,64901,2898,3,0
19057#4031,19057,4031,5,1
89581#1472,89581,1472,7,0
29158#2429,29158,2429,7,0
29158#2290,29158,2290,7,0
72784#2230,72784,2230,2,1
72784#2522,72784,2522,2,1
72784#3587,72784,3587,2,1
34860#2429,34860,2429,5,1
71499#3680,71499,3680,7,0
72857#4072,72857,4072,1,0
55428#722,55428,722,2,1
47928#4712,47928,4712,3,0
47928#3420,47928,3420,3,0
7727#1086,7727,1086,5,0
98920#4086,98920,4086,7,0
5772#3438,5772,3438,2,0
32115#299,32115,299,5,0
100069#2353,100069,2353,1,0
11117#844,11117,844,2,0
32626#530,32626,530,2,1
69693#788,69693,788,3,0
34446#4072,34446,4072,7,0
17773#1189,17773,1189,5,0
52008#3009,52008,3009,7,1
4161#989,4161,989,7,1
65689#1469,65689,1469,7,2
15469#1272,15469,1272,4,0
65216#3218,65216,3218,2,0
30644#4590,30644,4590,2,0
992#2837,992,2837,7,1
992#2780,992,2780,7,1
27760#658,27760,658,4,0
86796#2138,86796,2138,2,0
86796#1586,86796,1586,2,0
94618#3351,94618,3351,3,0
52578#3438,52578,3438,2,0
52578#1469,52578,1469,2,0
52578#3878,52578,3878,2,0
100537#814,100537,814,2,0
99012#1811,99012,1811,3,0
63351#2124,63351,2124,7,0
25616#813,25616,813,5,0
35739#501,35739,501,2,1
39113#4436,39113,4436,1,1
39113#2889,39113,2889,1,1
49552#3797,49552,3797,4,0
32937#2770,32937,2770,1,0
65781#4072,65781,4072,3,0
52552#3587,52552,3587,7,0
241#1886,241,1886,3,0
74263#1872,74263,1872,1,0
12367#3887,12367,3887,3,0
66340#2080,66340,2080,3,1
58188#1245,58188,1245,2,0
39377#3965,39377,3965,2,0
98473#2483,98473,2483,3,0
11565#2302,11565,2302,3,1
57939#2356,57939,2356,1,1
57939#4153,57939,4153,1,1
1658#597,1658,597,1,0
99995#2459,99995,2459,2,0
54364#4103,54364,4103,2,0
35593#2682,35593,2682,7,0
22573#4316,22573,4316,2,1
77051#3722,77051,3722,7,1
51452#4072,51452,4072,2,1
83384#483,83384,483,7,2
62932#4411,62932,4411,4,0
104089#982,104089,982,7,0
63783#361,63783,361,2,1
55818#1897,55818,1897,3,1
55818#4472,55818,4472,3,1
97215#3462,97215,3462,2,0
43026#3080,43026,3080,2,0
4313#2570,4313,2570,1,0
4313#4067,4313,4067,1,0
10885#1886,10885,1886,3,0
51279#2409,51279,2409,7,0
51279#4784,51279,4784,7,0
51279#3576,51279,3576,7,0
23930#3236,23930,3236,5,1
67510#3464,67510,3464,1,0
35102#3094,35102,3094,2,1
15725#2213,15725,2213,1,0
47029#2804,47029,2804,7,1
47029#634,47029,634,7,1
13093#939,13093,939,2,0
6789#78,6789,78,1,0
8588#711,8588,711,2,0
37639#4472,37639,4472,4,0
22729#3464,22729,3464,2,1
104760#2522,104760,2522,3,0
6585#1245,6585,1245,3,0
102964#1307,102964,1307,7,0
104673#2131,104673,2131,7,0
30262#1811,30262,1811,2,0
75943#4888,75943,4888,7,1
8416#215,8416,215,1,0
11994#3457,11994,3457,7,0
11994#3100,11994,3100,7,0
57240#2770,57240,2770,1,0
88726#4466,88726,4466,7,0
22094#2139,22094,2139,4,0
22094#4873,22094,4873,4,0
42247#4430,42247,4430,1,1
79640#2999,79640,2999,5,1
31893#3042,31893,3042,1,0
60053#2759,60053,2759,5,0
60053#3246,60053,3246,5,0
30105#28,30105,28,4,1
30105#632,30105,632,4,1
64875#2603,64875,2603,3,0
4033#2719,4033,2719,2,1
37957#872,37957,872,7,0
11679#2915,11679,2915,2,0
83442#4492,83442,4492,3,0
29535#4103,29535,4103,2,0
29535#4090,29535,4090,2,0
42209#4428,42209,4428,3,0
1701#4963,1701,4963,7,1
81783#1897,81783,1897,7,0
12059#3246,12059,3246,1,0
99676#1472,99676,1472,3,0
52451#4067,52451,4067,3,0
90406#421,90406,421,2,0
90406#2829,90406,2829,2,0
90406#2567,90406,2567,2,0
42382#3464,42382,3464,1,1
89707#2004,89707,2004,7,0
89707#3994,89707,3994,7,0
65980#1838,65980,1838,2,1
4710#922,4710,922,2,1
10651#833,10651,833,2,1
91900#3438,91900,3438,1,0
30782#3965,30782,3965,5,0
30782#4216,30782,4216,5,0
30782#3308,30782,3308,5,0
95025#501,95025,501,3,0
22053#922,22053,922,2,1
19480#4345,19480,4345,7,0
42306#3082,42306,3082,4,0
99624#1046,99624,1046,1,1
4155#2520,4155,2520,3,1
28876#4784,28876,4784,2,0
84239#2534,84239,2534,2,0
88787#3082,88787,3082,2,1
52337#2041,52337,2041,5,0
52337#4476,52337,4476,5,0
26284#2273,26284,2273,7,0
96942#4294,96942,4294,4,0
4537#647,4537,647,3,0
4537#3692,4537,3692,3,0
45670#2426,45670,2426,1,0
20868#501,20868,501,2,1
19209#4688,19209,4688,4,0
39039#4590,39039,4590,3,0
31391#4868,31391,4868,2,0
75490#939,75490,939,1,1
41575#1508,41575,1508,5,0
41575#255,41575,255,5,0
73241#4072,73241,4072,5,0
11287#1897,11287,1897,3,0
48143#3305,48143,3305,3,0
59032#3818,59032,3818,3,0
59032#449,59032,449,3,0
77669#4103,77669,4103,3,0
66335#872,66335,872,1,0
54285#1886,54285,1886,3,0
4029#2730,4029,2730,5,0
4029#2648,4029,2648,5,0
21915#156,21915,156,7,1
48366#3790,48366,3790,3,1
99744#1149,99744,1149,1,1
83568#2426,83568,2426,7,0
83568#3807,83568,3807,7,0
14510#1469,14510,1469,2,0
14510#4787,14510,4787,2,0
14510#4995,14510,4995,2,0
8180#4103,8180,4103,1,0
72850#4924,72850,4924,2,0
97727#4491,97727,4491,3,1
97727#4786,97727,4786,3,1
97727#4095,97727,4095,3,1
97727#3082,97727,3082,3,1
30061#1636,30061,1636,2,1
26095#2379,26095,2379,1,1
44031#3246,44031,3246,7,1
38007#2234,38007,2234,4,0
77327#711,77327,711,3,1
88424#820,88424,820,4,0
78613#2522,78613,2522,7,0
78613#168,78613,168,7,0
25303#4103,25303,4103,1,0
67568#1360,67568,1360,1,0
3773#2988,3773,2988,7,0
35211#4772,35211,4772,2,0
82213#2126,82213,2126,4,0
39153#3606,39153,3606,3,1
98953#3965,98953,3965,2,1
37196#4067,37196,4067,1,0
96235#3331,96235,3331,3,0
19453#750,19453,750,2,0
19453#318,19453,318,2,0
11300#2420,11300,2420,1,0
48740#2459,48740,2459,4,0
55396#3067,55396,3067,2,0
54871#3526,54871,3526,1,0
98270#3895,98270,3895,1,1
1180#4491,1180,4491,3,0
1180#87,1180,87,3,0
1467#168,1467,168,2,0
20424#1155,20424,1155,7,0
105269#1243,105269,1243,1,0
54740#3171,54740,3171,2,0
97382#4290,97382,4290,1,0
97382#4364,97382,4364,1,0
67026#4103,67026,4103,7,0
49413#4775,49413,4775,7,0
255#4982,255,4982,3,1
255#4316,255,4316,3,1
255#3807,255,3807,3,1
255#1046,255,1046,3,1
103506#4784,103506,4784,5,0
98589#3928,98589,3928,2,1
98589#1753,98589,1753,2,1
50468#1308,50468,1308,1,0
14210#3734,14210,3734,2,0
52014#2182,52014,2182,7,0
71432#2843,71432,2843,6,0
71432#2548,71432,2548,6,0
28950#4061,28950,4061,7,0
28950#2618,28950,2618,7,0
28950#4086,28950,4086,7,0
91037#1627,91037,1627,5,0
91037#1515,91037,1515,5,0
105048#4942,105048,4942,7,0
50218#2436,50218,2436,1,1
50218#1119,50218,1119,1,1
57311#2356,57311,2356,7,0
57311#2409,57311,2409,7,0
82992#2837,82992,2837,4,0
79007#3559,79007,3559,5,0
40880#4932,40880,4932,3,1
5123#3670,5123,3670,7,0
101001#4075,101001,4075,7,0
43085#2124,43085,2124,4,0
24437#4103,24437,4103,2,0
22603#3999,22603,3999,2,1
66852#4598,66852,4598,1,1
66852#351,66852,351,1,1
75811#4428,75811,4428,3,1
67481#3084,67481,3084,2,0
87305#250,87305,250,3,1
79813#3692,79813,3692,2,0
80866#1469,80866,1469,2,0
53228#4072,53228,4072,2,1
64149#3363,64149,3363,7,0
58809#1245,58809,1245,3,0
9705#1360,9705,1360,2,0
9705#2130,9705,2130,2,0
9705#3715,9705,3715,2,0
43836#2000,43836,2000,4,0
8146#4466,8146,4466,2,1
8146#4782,8146,4782,2,1
102440#661,102440,661,7,1
7770#4306,7770,4306,5,0
7770#931,7770,931,5,0
7770#1340,7770,1340,5,0
60108#1031,60108,1031,4,0
103491#1994,103491,1994,7,0
96501#3331,96501,3331,3,0
40129#3440,40129,3440,3,1
93832#2883,93832,2883,4,0
40159#1230,40159,1230,6,0
389#1731,389,1731,1,0
2164#2127,2164,2127,2,2
14319#4449,14319,4449,3,0
48749#3965,48749,3965,1,0
37767#586,37767,586,7,0
46240#4103,46240,4103,2,0
74998#3101,74998,3101,2,0
74998#1897,74998,1897,2,0
61712#2737,61712,2737,2,0
84861#1189,84861,1189,1,0
53463#637,53463,637,3,1
4036#4659,4036,4659,2,0
87481#251,87481,251,4,0
87481#1785,87481,1785,4,0
95286#3797,95286,3797,3,1
43336#138,43336,138,7,0
29953#4775,29953,4775,2,0
24824#1444,24824,1444,3,0
24824#403,24824,403,3,0
36418#3997,36418,3997,3,0
68294#4210,68294,4210,7,1
22188#2459,22188,2459,7,0
6744#2297,6744,2297,1,0
64842#1213,64842,1213,1,0
68016#2459,68016,2459,7,1
72628#3692,72628,3692,3,0
35110#4134,35110,4134,7,0
94335#1307,94335,1307,6,0
44052#2171,44052,2171,7,0
63647#210,63647,210,2,0
87101#2961,87101,2961,6,0
103170#1769,103170,1769,3,0
103170#3123,103170,3123,3,0
99992#2731,99992,2731,2,1
67440#119,67440,119,1,0
67440#4335,67440,4335,1,0
67440#2127,67440,2127,1,0
87459#4875,87459,4875,2,0
63066#3333,63066,3333,2,0
97036#4072,97036,4072,2,0
41113#3123,41113,3123,4,0
32777#28,32777,28,2,1
77294#4673,77294,4673,3,0
91465#2691,91465,2691,7,0
102326#1391,102326,1391,1,1
8959#191,8959,191,3,0
37543#4707,37543,4707,3,0
72142#2829,72142,2829,5,2
82491#4775,82491,4775,7,0
3553#1250,3553,1250,2,0
91611#4880,91611,4880,4,0
91611#3838,91611,3838,4,0
44669#850,44669,850,3,0
44669#4690,44669,4690,3,0
33865#1119,33865,1119,7,0
70784#2379,70784,2379,3,0
18138#658,18138,658,7,0
67914#3509,67914,3509,7,2
67914#360,67914,360,7,2
68651#333,68651,333,1,0
68651#2988,68651,2988,1,0
68651#638,68651,638,1,0
23690#1897,23690,1897,4,0
81557#1360,81557,1360,2,0
20993#3317,20993,3317,3,1
101541#270,101541,270,5,0
101541#357,101541,357,5,0
56176#2843,56176,2843,5,0
75825#922,75825,922,1,0
76196#539,76196,539,3,0
49418#4430,49418,4430,1,1
50854#998,50854,998,2,0
34894#2426,34894,2426,7,0
56029#5,56029,5,4,0
56029#3470,56029,3470,4,0
56029#1062,56029,1062,4,0
49269#2370,49269,2370,2,0
49269#2459,49269,2459,2,0
79901#2978,79901,2978,1,0
52462#4752,52462,4752,3,0
52462#168,52462,168,3,0
3648#3067,3648,3067,1,1
14520#4112,14520,4112,5,0
20021#3246,20021,3246,4,0
64069#825,64069,825,7,0
64069#3685,64069,3685,7,0
78601#658,78601,658,1,1
87213#4145,87213,4145,2,0
32793#3094,32793,3094,7,0
33351#89,33351,89,3,1
33351#814,33351,814,3,1
30958#1897,30958,1897,7,0
44865#4730,44865,4730,1,0
59725#1636,59725,1636,2,0
59725#3965,59725,3965,2,0
10251#4684,10251,4684,7,0
10251#3131,10251,3131,7,0
1369#4013,1369,4013,7,0
27960#2770,27960,2770,7,0
30502#2883,30502,2883,3,2
81306#3533,81306,3533,2,0
81306#168,81306,168,2,0
81306#2094,81306,2094,2,0
71278#3670,71278,3670,3,0
85352#1636,85352,1636,1,0
48777#4411,48777,4411,5,0
55626#4325,55626,4325,6,0
80163#4990,80163,4990,2,0
66342#825,66342,825,3,0
66342#4926,66342,4926,3,0
65056#4529,65056,4529,3,1
96019#1335,96019,1335,4,0
96019#2913,96019,2913,4,0
4486#2461,4486,2461,4,1
4486#4000,4486,4000,4,1
4486#250,4486,250,4,1
4486#887,4486,887,4,1
93861#2077,93861,2077,7,0
93861#912,93861,912,7,0
71723#210,71723,210,7,0
71723#2412,71723,2412,7,0
71723#3956,71723,3956,7,0
13888#814,13888,814,2,0
52270#814,52270,814,1,0
63509#4725,63509,4725,3,1
53626#258,53626,258,5,1
53626#4937,53626,4937,5,1
91664#1616,91664,1616,4,1
29075#4141,29075,4141,3,0
102378#1857,102378,1857,3,0
102378#2142,102378,2142,3,0
42147#4103,42147,4103,2,0
42147#4072,42147,4072,2,0
68531#2509,68531,2509,3,0
56389#2541,56389,2541,5,1
6971#94,6971,94,3,0
6971#4557,6971,4557,3,0
96519#1886,96519,1886,1,0
49457#2888,49457,2888,2,0
2482#2069,2482,2069,2,0
29312#3056,29312,3056,5,1
15636#4023,15636,4023,2,0
15636#4995,15636,4995,2,0
41338#2533,41338,2533,7,0
13168#448,13168,448,7,0
544#2239,544,2239,7,0
96464#3080,96464,3080,3,0
60888#3203,60888,3203,2,1
65407#2262,65407,2262,3,0
101911#3828,101911,3828,3,0
17273#4870,17273,4870,2,0
93016#3854,93016,3854,5,0
1866#993,1866,993,7,1
74483#210,74483,210,7,0
34953#1627,34953,1627,4,0
101350#4491,101350,4491,2,0
101688#991,101688,991,1,0
101688#3438,101688,3438,1,0
22709#596,22709,596,7,1
45423#1996,45423,1996,2,1
77855#637,77855,637,7,1
21987#521,21987,521,5,0
2534#1665,2534,1665,3,1
1680#3465,1680,3465,4,1
46467#1916,46467,1916,2,0
25290#2182,25290,2182,2,0
20223#3928,20223,3928,1,0
20223#4387,20223,4387,1,0
48703#44,48703,44,2,1
42948#939,42948,939,7,1
74837#3962,74837,3962,2,0
8294#4941,8294,4941,3,1
9223#1629,9223,1629,7,0
66167#1738,66167,1738,1,0
39816#2353,39816,2353,7,1
39816#251,39816,251,7,1
39816#2426,39816,2426,7,1
8928#1793,8928,1793,3,1
8928#1783,8928,1783,3,1
8928#4112,8928,4112,3,1
37950#4401,37950,4401,2,1
10865#3854,10865,3854,7,1
29094#3879,29094,3879,7,0
29094#3878,29094,3878,7,0
56861#2332,56861,2332,7,0
104389#4072,104389,4072,7,0
104389#2915,104389,2915,7,0
24996#1665,24996,1665,2,1
58615#3965,58615,3965,1,0
47093#3483,47093,3483,3,0
25119#270,25119,270,7,0
43425#441,43425,441,7,0
43425#2254,43425,2254,7,0
43425#4784,43425,4784,7,0
9834#1360,9834,1360,4,2
67535#912,67535,912,2,0
30031#452,30031,452,7,0
66763#3830,66763,3830,3,1
77030#3123,77030,3123,3,0
50174#2290,50174,2290,3,1
50174#144,50174,144,3,1
50174#4552,50174,4552,3,1
50174#811,50174,811,3,1
50174#2437,50174,2437,3,1
4772#1176,4772,1176,4,1
92298#4594,92298,4594,3,0
92298#421,92298,421,3,0
50396#4013,50396,4013,7,0
98067#983,98067,983,6,0
12766#2414,12766,2414,7,0
12766#3098,12766,3098,7,0
100486#1250,100486,1250,3,1
44018#2480,44018,2480,2,0
68789#2018,68789,2018,2,1
31174#2770,31174,2770,2,0
51103#1020,51103,1020,2,1
46772#2815,46772,2815,1,0
9865#164,9865,164,3,0
101413#2215,101413,2215,7,0
43104#3285,43104,3285,3,0
86361#4335,86361,4335,1,0
98025#887,98025,887,7,1
104039#2426,104039,2426,5,1
77549#1872,77549,1872,3,0
13194#3014,13194,3014,4,1
55065#1785,55065,1785,5,0
18822#2234,18822,2234,7,0
51727#1897,51727,1897,1,0
21639#3030,21639,3030,7,0
42970#3517,42970,3517,5,0
42970#3898,42970,3898,5,0
11586#3080,11586,3080,2,1
7309#2691,7309,2691,2,1
18235#2841,18235,2841,3,0
22331#3692,22331,3692,1,1
66940#4335,66940,4335,2,1
87152#270,87152,270,2,1
10128#3871,10128,3871,1,0
90753#3555,90753,3555,2,0
90753#1701,90753,1701,2,0
97712#3818,97712,3818,5,1
37674#2804,37674,2804,3,1
77836#3854,77836,3854,5,0
47639#4594,47639,4594,3,0
62833#2501,62833,2501,1,1
62833#4210,62833,4210,1,1
62833#3218,62833,3218,1,1
62833#1020,62833,1020,1,1
62750#65,62750,65,1,0
86078#4103,86078,4103,7,1
28993#2591,28993,2591,3,0
93513#210,93513,210,7,1
19345#2178,19345,2178,6,1
100658#2379,100658,2379,2,0
31148#646,31148,646,1,1
89664#403,89664,403,7,2
65289#1907,65289,1907,6,0
65289#3879,65289,3879,6,0
18636#4218,18636,4218,3,0
23149#3058,23149,3058,4,0
4950#3100,4950,3100,3,0
93526#716,93526,716,2,1
29327#2909,29327,2909,5,0
29327#4659,29327,4659,5,0
21284#3444,21284,3444,1,0
21284#780,21284,780,1,0
49588#2770,49588,2770,3,0
65971#3517,65971,3517,7,0
34452#4688,34452,4688,7,0
90346#775,90346,775,3,0
90346#1397,90346,1397,3,0
50859#4745,50859,4745,2,0
7593#1324,7593,1324,3,0
23943#2940,23943,2940,5,0
67604#2356,67604,2356,6,1
67604#845,67604,845,6,1
47427#3082,47427,3082,3,1
61627#2480,61627,2480,2,0
96843#2353,96843,2353,2,1
96843#2275,96843,2275,2,1
1194#2563,1194,2563,7,0
62028#1940,62028,1940,7,0
45682#3249,45682,3249,4,2
84720#1785,84720,1785,4,0
84720#2426,84720,2426,4,0
78666#2429,78666,2429,1,0
27475#1329,27475,1329,3,0
49681#1897,49681,1897,7,0
30745#1031,30745,1031,7,1
29433#4056,29433,4056,4,0
64033#2831,64033,2831,4,0
6838#814,6838,814,2,1
80318#1438,80318,1438,7,0
105806#4872,105806,4872,6,0
26352#4103,26352,4103,2,0
72410#199,72410,199,3,1
17781#2004,17781,2004,3,0
6468#2354,6468,2354,2,0
98506#4072,98506,4072,3,1
13273#998,13273,998,2,0
13273#1629,13273,1629,2,0
